# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Side,Noise,Image,TopLeft,TopMid,TopRight,BottomLeft,BottomMid,BottomRight
1,1,69,CFD-WF-224-099-N.jpg,CFD-WF-005-013-HO.jpg,CFD-WM-001-007-HC.jpg,CFD-WF-007-005-HC.jpg,CFD-WF-036-026-HO.jpg,CFD-WF-225-101-N.jpg
0,-1,47,CFD-WF-240-083-N.jpg,CFD-WF-011-003-HO.jpg,CFD-WM-001-007-HC.jpg,CFD-WF-244-163-N.jpg,CFD-WF-208-068-N.jpg,CFD-WF-029-026-A.jpg
1,-1,2,CFD-WF-228-196-N.jpg,CFD-WF-009-004-HO.jpg,CFD-WF-036-015-A.jpg,CFD-WF-019-035-HO.jpg,CFD-WM-001-007-HC.jpg,CFD-WF-214-122-N.jpg
0,-1,37,CFD-WF-038-030-A.jpg,CFD-WF-016-017-HC.jpg,CFD-WM-001-007-HC.jpg,CFD-WF-009-010-A.jpg,CFD-WF-003-025-F.jpg,CFD-WF-023-020-HO.jpg
0,1,3,CFD-WF-016-024-F.jpg,CFD-WF-003-003-N.jpg,CFD-WF-026-017-HO.jpg,CFD-WF-231-099-N.jpg,CFD-WM-001-007-HC.jpg,CFD-WF-212-050-N.jpg
1,-1,146,CFD-WF-031-005-HO.jpg,CFD-WF-038-027-HC.jpg,CFD-WM-001-007-HC.jpg,CFD-WF-001-027-F.jpg,CFD-WF-030-033-A.jpg,CFD-WF-008-016-F.jpg
0,-1,136,CFD-WF-018-017-N.jpg,CFD-WM-001-007-HC.jpg,CFD-WF-006-011-F.jpg,CFD-WF-038-023-HO.jpg,CFD-WF-012-007-HO.jpg,CFD-WF-235-121-N.jpg
1,1,126,CFD-WF-027-014-A.jpg,CFD-WM-001-007-HC.jpg,CFD-WF-232-161-N.jpg,CFD-WF-214-122-N.jpg,CFD-WF-039-008-HC.jpg,CFD-WF-014-012-A.jpg
0,-1,32,CFD-WF-031-009-HC.jpg,CFD-WM-001-007-HC.jpg,CFD-WF-017-003-N.jpg,CFD-WF-006-003-HC.jpg,CFD-WF-025-015-A.jpg,CFD-WF-034-028-F.jpg
1,-1,20,CFD-WM-001-007-HC.jpg,CFD-WF-017-023-A.jpg,CFD-WF-025-023-HC.jpg,CFD-WF-018-019-HC.jpg,CFD-WF-023-026-F.jpg,CFD-WF-028-026-A.jpg
0,-1,110,CFD-WF-030-026-F.jpg,CFD-WM-001-007-HC.jpg,CFD-WF-029-002-N.jpg,CFD-WF-025-023-HC.jpg,CFD-WF-014-004-HO.jpg,CFD-WF-036-040-F.jpg
1,-1,74,CFD-WF-014-004-HO.jpg,CFD-WF-039-044-F.jpg,CFD-WF-038-027-HC.jpg,CFD-WM-001-007-HC.jpg,CFD-WF-235-121-N.jpg,CFD-WF-010-008-HC.jpg
1,1,64,CFD-WF-011-003-HO.jpg,CFD-WF-013-015-A.jpg,CFD-WM-001-007-HC.jpg,CFD-WF-008-016-F.jpg,CFD-WF-011-016-F.jpg,CFD-WF-013-019-F.jpg
